location,Basileia,Basileia,Basileia,Basileia,Basileia,Basileia,Basileia
lat,47.75000,47.75000,47.75000,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653,363.653,363.653,363.653
variable,Temperature,Precipitation Total,Cloud Cover Total,Cloud Cover High,Cloud Cover Medium,Cloud Cover Low,Sunshine Duration
unit,°C,mm,%,%,%,%,min
level,2 m elevation corrected,sfc,sfc,high cld lay,mid cld lay,low cld lay,sfc
resolution,hourly,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None,None
timestamp,Basileia Temperature [2 m elevation corrected],Basileia Precipitation Total,Basileia Cloud Cover Total,Basileia Cloud Cover High [high cld lay],Basileia Cloud Cover Medium [mid cld lay],Basileia Cloud Cover Low [low cld lay],Basileia Sunshine Duration
20220629T0100,16.880245,0.4,83.0,42.0,81.0,83.0,0.0
20220629T0200,16.860245,0.1,58.0,23.0,58.0,40.0,0.0
20220629T0300,16.570246,0.2,50.0,19.0,50.0,26.0,0.0
20220629T0400,16.300245,0.1,38.0,28.0,38.0,15.0,16.944445
20220629T0500,17.070246,0.2,44.0,27.0,44.0,5.0,33.333336
20220629T0600,18.590246,0.3,44.0,9.0,44.0,10.0,33.333336
20220629T0700,20.250246,0.0,39.0,2.0,39.0,5.0,36.36364
20220629T0800,21.840246,0.0,32.0,0.0,32.0,2.0,40.606064
20220629T0900,23.180244,0.0,24.0,0.0,24.0,13.0,45.454544
20220629T1000,25.010244,0.0,29.0,23.0,29.0,28.0,42.424244
20220629T1100,25.650246,0.0,49.0,0.0,39.0,49.0,30.303032
20220629T1200,25.690245,0.0,23.0,2.0,23.0,20.0,46.060608
20220629T1300,26.320246,0.0,7.0,7.0,2.0,7.0,55.757576
20220629T1400,27.180244,0.0,21.0,0.0,11.0,21.0,47.272724
20220629T1500,27.660246,0.0,82.0,0.0,82.0,0.0,10.30303
20220629T1600,27.670246,0.0,70.0,0.0,70.0,0.0,17.575756
20220629T1700,27.500246,0.0,36.0,0.0,36.0,1.0,38.181816
20220629T1800,26.740246,0.0,19.0,0.0,19.0,0.0,48.484848
20220629T1900,24.990246,0.0,5.0,0.0,5.0,1.0,56.9697
20220629T2000,21.850245,0.0,5.0,0.0,5.0,2.0,32.42525
20220629T2100,20.030245,0.0,1.0,0.0,1.0,0.0,0.0
20220629T2200,18.380245,0.0,9.0,8.0,9.0,1.0,0.0
20220629T2300,17.570246,0.0,8.0,1.0,8.0,2.0,0.0
20220630T0000,16.540245,0.0,6.0,20.0,4.0,0.0,0.0
20220630T0100,15.320246,0.0,23.400002,78.0,4.0,0.0,0.0
20220630T0200,15.380245,0.0,26.400002,88.0,9.0,0.0,0.0
20220630T0300,14.790245,0.0,13.0,39.0,13.0,0.0,0.0
20220630T0400,14.440246,0.0,6.9,23.0,4.0,0.0,25.056162
20220630T0500,17.060246,0.0,5.0,12.0,5.0,0.0,56.9697
20220630T0600,19.820246,0.0,8.400001,28.0,6.0,0.0,54.909092
20220630T0700,22.210245,0.0,5.4,18.0,1.0,0.0,56.727272
20220630T0800,24.510244,0.0,2.4,8.0,1.0,0.0,58.545456
20220630T0900,26.200245,0.0,1.8000001,6.0,1.0,0.0,58.909092
20220630T1000,27.910246,0.0,35.0,59.0,35.0,4.0,38.78788
20220630T1100,28.900246,0.0,18.0,60.0,4.0,1.0,49.090908
20220630T1200,29.670246,0.0,27.000002,90.0,9.0,6.0,43.636364
20220630T1300,30.120245,0.0,30.0,92.0,30.0,14.0,41.81818
20220630T1400,28.980246,1.0,28.800001,96.0,21.0,12.0,42.545456
20220630T1500,28.240246,0.0,27.900002,93.0,6.0,15.0,43.090904
20220630T1600,25.910246,0.0,25.500002,85.0,4.0,15.0,44.545456
20220630T1700,24.270245,0.0,21.0,69.0,15.0,21.0,47.272724
20220630T1800,22.160246,0.0,55.0,90.0,18.0,55.0,26.666664
20220630T1900,19.350245,6.5,95.0,91.0,22.0,95.0,2.4242413
20220630T2000,17.100245,2.2,79.0,83.0,16.0,79.0,6.848486
20220630T2100,15.730246,0.2,38.0,56.0,16.0,38.0,0.0
20220630T2200,15.880245,0.2,52.0,96.0,52.0,9.0,0.0
20220630T2300,15.450245,0.5,53.0,99.0,53.0,19.0,0.0
20220701T0000,15.220245,0.3,50.0,95.0,50.0,4.0,0.0
20220701T0100,15.040245,0.0,56.0,82.0,56.0,8.0,0.0
20220701T0200,14.740245,0.0,73.0,36.0,73.0,4.0,0.0
20220701T0300,14.3102455,0.4,80.0,39.0,80.0,1.0,0.0
20220701T0400,13.920245,1.0,98.0,79.0,98.0,1.0,0.26582518
20220701T0500,13.850245,1.7,100.0,85.0,100.0,5.0,0.0
20220701T0600,14.020246,1.5,100.0,40.0,100.0,8.0,0.0
20220701T0700,14.3102455,0.5,91.0,26.0,91.0,1.0,4.8484864
20220701T0800,15.230246,0.0,66.0,26.0,66.0,18.0,19.999998
20220701T0900,16.690245,0.0,49.0,8.0,49.0,46.0,30.303032
20220701T1000,17.420246,0.0,90.0,0.0,83.0,90.0,5.454544
20220701T1100,18.470245,0.0,23.0,0.0,23.0,4.0,46.060608
20220701T1200,19.670246,0.0,40.0,0.0,40.0,24.0,35.757576
20220701T1300,21.020245,0.0,45.0,0.0,45.0,7.0,32.727272
20220701T1400,21.710245,0.0,55.0,0.0,55.0,6.0,26.666664
20220701T1500,21.750246,0.0,29.0,0.0,29.0,9.0,42.424244
20220701T1600,21.910246,0.0,28.0,0.0,28.0,18.0,43.0303
20220701T1700,21.950245,0.0,20.0,0.0,20.0,14.0,47.878788
20220701T1800,21.560246,0.0,20.0,0.0,20.0,15.0,47.878788
20220701T1900,20.420246,0.0,18.0,0.0,18.0,14.0,49.090908
20220701T2000,18.230246,0.0,16.0,0.0,16.0,12.0,28.211617
20220701T2100,15.3102455,0.0,6.0,0.0,4.0,6.0,0.0
20220701T2200,14.870245,0.0,5.0,0.0,5.0,5.0,0.0
20220701T2300,14.170245,0.0,4.0,0.0,2.0,4.0,0.0
20220702T0000,13.670245,0.0,2.0,0.0,2.0,2.0,0.0
20220702T0100,12.260245,0.0,2.0,0.0,2.0,2.0,0.0
20220702T0200,12.020246,0.0,1.0,0.0,0.0,1.0,0.0
20220702T0300,12.030245,0.0,0.0,0.0,0.0,0.0,0.0
20220702T0400,11.280245,0.0,1.0,0.0,1.0,0.0,25.423906
20220702T0500,13.070246,0.0,0.0,0.0,0.0,0.0,60.0
20220702T0600,15.370245,0.0,2.0,0.0,0.0,2.0,58.78788
20220702T0700,17.310246,0.0,0.0,0.0,0.0,0.0,60.0
20220702T0800,19.300245,0.0,0.0,0.0,0.0,0.0,60.0
20220702T0900,21.190245,0.0,0.0,0.0,0.0,0.0,60.0
20220702T1000,22.750246,0.0,0.0,0.0,0.0,0.0,60.0
20220702T1100,24.220245,0.0,0.0,0.0,0.0,0.0,60.0
20220702T1200,25.270245,0.0,0.0,0.0,0.0,0.0,60.0
20220702T1300,26.130245,0.0,0.0,0.0,0.0,0.0,60.0
20220702T1400,27.000246,0.0,0.0,0.0,0.0,0.0,60.0
20220702T1500,27.510244,0.0,0.0,0.0,0.0,0.0,60.0
20220702T1600,27.770245,0.0,0.0,0.0,0.0,0.0,60.0
20220702T1700,27.650246,0.0,0.0,0.0,0.0,0.0,60.0
20220702T1800,26.850245,0.0,0.0,0.0,0.0,0.0,60.0
20220702T1900,23.880245,0.0,1.2,4.0,0.0,0.0,59.272728
20220702T2000,22.590246,0.0,4.2000003,14.0,0.0,0.0,31.98303
20220702T2100,20.190245,0.0,2.7,9.0,0.0,0.0,0.0
20220702T2200,17.030245,0.0,0.3,1.0,0.0,0.0,0.0
20220702T2300,16.140245,0.0,0.3,1.0,0.0,0.0,0.0
20220703T0000,15.620245,0.0,0.90000004,3.0,0.0,0.0,0.0
20220703T0100,14.990245,0.0,0.6,2.0,0.0,0.0,0.0
20220703T0200,14.510245,0.0,0.0,0.0,0.0,0.0,0.0
20220703T0300,14.070246,0.0,1.0,0.0,1.0,0.0,0.0
20220703T0400,14.000245,0.0,0.0,0.0,0.0,0.0,25.066668
20220703T0500,16.200245,0.0,0.0,0.0,0.0,0.0,60.0
20220703T0600,18.830246,0.0,0.0,0.0,0.0,0.0,60.0
20220703T0700,21.410246,0.0,0.0,0.0,0.0,0.0,60.0
20220703T0800,23.850245,0.0,0.0,0.0,0.0,0.0,60.0
20220703T0900,25.760244,0.0,3.6000001,12.0,0.0,0.0,57.81818
20220703T1000,27.240246,0.0,28.500002,95.0,0.0,0.0,42.727272
20220703T1100,28.360245,0.0,24.900002,83.0,1.0,0.0,44.909092
20220703T1200,29.190245,0.0,27.300001,91.0,2.0,0.0,43.454544
20220703T1300,29.950245,0.0,26.400002,88.0,13.0,0.0,44.0
20220703T1400,30.610245,0.0,23.400002,78.0,22.0,0.0,45.81818
20220703T1500,30.980246,0.0,29.0,21.0,29.0,0.0,42.424244
20220703T1600,30.790245,0.0,12.0,7.0,12.0,0.0,52.727272
20220703T1700,30.600245,0.0,7.2000003,24.0,0.0,0.0,55.636364
20220703T1800,29.640245,0.0,29.7,99.0,0.0,0.0,42.0
20220703T1900,27.600245,0.0,17.7,59.0,0.0,0.0,49.272724
20220703T2000,26.010244,0.0,2.7,9.0,0.0,0.0,32.262123
20220703T2100,24.850245,0.0,1.0,2.0,1.0,0.0,0.0
20220703T2200,21.640245,0.0,78.0,94.0,33.0,78.0,0.0
20220703T2300,21.710245,0.0,60.0,95.0,36.0,60.0,0.0
20220704T0000,20.570246,0.0,45.0,98.0,44.0,45.0,0.0
20220704T0100,19.160246,0.0,62.0,100.0,61.0,62.0,0.0
20220704T0200,18.840246,0.0,69.0,98.0,67.0,69.0,0.0
20220704T0300,18.640245,0.0,42.0,98.0,42.0,29.0,0.0
20220704T0400,18.900246,0.0,43.0,71.0,43.0,0.0,13.820875
20220704T0500,19.090246,0.0,37.0,75.0,37.0,0.0,37.57576
20220704T0600,19.510244,0.0,18.0,24.0,18.0,0.0,49.090908
20220704T0700,20.550245,0.0,10.200001,34.0,7.0,0.0,53.81818
20220704T0800,21.950245,0.0,10.8,36.0,4.0,4.0,53.454544
20220704T0900,23.180244,0.0,18.0,60.0,5.0,7.0,49.090908
20220704T1000,24.570246,0.0,55.0,78.0,52.0,55.0,26.666664
20220704T1100,25.320246,0.0,47.0,71.0,47.0,26.0,31.51515
20220704T1200,25.660246,0.0,70.0,99.0,70.0,21.0,17.575756
20220704T1300,25.650246,0.0,69.0,99.0,69.0,21.0,18.18182
20220704T1400,24.950245,0.0,90.0,98.0,90.0,19.0,5.454544
20220704T1500,24.750246,0.0,99.0,99.0,99.0,9.0,0.0
20220704T1600,25.270245,0.0,89.0,100.0,89.0,0.0,6.060605
20220704T1700,25.210245,0.0,42.0,100.0,42.0,5.0,34.545456
20220704T1800,24.960245,0.0,30.0,89.0,30.0,4.0,41.81818
20220704T1900,24.360245,0.0,24.0,76.0,24.0,11.0,45.454544
20220704T2000,21.750246,0.0,20.1,67.0,12.0,3.0,26.167171
20220704T2100,20.550245,0.0,14.0,44.0,14.0,3.0,0.0
20220704T2200,19.650246,0.0,61.0,92.0,61.0,27.0,0.0
20220704T2300,18.770245,0.0,61.0,84.0,61.0,28.0,0.0
20220705T0000,18.490246,0.0,50.0,58.0,50.0,31.0,0.0
20220705T0100,17.710245,0.0,47.0,18.0,47.0,35.0,0.0
20220705T0200,17.030245,0.0,62.0,2.0,55.0,62.0,0.0
20220705T0300,16.770245,0.0,62.0,0.0,62.0,49.0,0.0
20220705T0400,16.130245,0.0,78.0,0.0,78.0,51.0,5.027272
20220705T0500,17.720245,0.0,63.0,0.0,63.0,40.0,21.818182
20220705T0600,19.370245,0.0,47.0,0.0,47.0,28.0,31.51515
20220705T0700,20.950245,0.0,41.0,0.0,41.0,14.0,35.151512
20220705T0800,22.380245,0.0,43.0,0.0,43.0,10.0,33.939392
20220705T0900,23.720245,0.0,28.0,0.0,28.0,15.0,43.0303
20220705T1000,24.970245,0.0,24.0,0.0,24.0,8.0,45.454544
20220705T1100,26.020245,0.0,21.0,0.0,21.0,2.0,47.272724
20220705T1200,26.690245,0.0,14.0,0.0,14.0,0.0,51.51515
20220705T1300,27.170246,0.0,13.0,0.0,13.0,0.0,52.121212
20220705T1400,27.840246,0.0,11.0,0.0,11.0,0.0,53.333332
20220705T1500,28.050245,0.0,22.0,0.0,22.0,0.0,46.666668
20220705T1600,27.950245,0.0,21.0,0.0,21.0,0.0,47.272724
20220705T1700,27.730246,0.0,33.0,0.0,33.0,0.0,39.999996
20220705T1800,26.880245,0.0,20.0,0.0,20.0,0.0,47.878788
20220705T1900,24.060246,0.0,7.0,0.0,7.0,1.0,55.757576
20220705T2000,21.400246,0.0,11.0,0.0,11.0,4.0,28.770372
20220705T2100,19.790245,0.0,11.0,0.0,11.0,5.0,0.0
20220705T2200,18.630245,0.0,17.0,0.0,17.0,0.0,0.0
20220705T2300,16.930244,0.0,10.0,0.0,10.0,0.0,0.0
20220706T0000,16.540245,0.0,4.0,0.0,4.0,0.0,0.0
20220706T0100,16.320246,0.0,3.0,0.0,3.0,0.0,0.0
20220706T0200,16.140245,0.0,0.0,0.0,0.0,0.0,0.0
20220706T0300,15.820246,0.0,1.0,0.0,1.0,1.0,0.0
20220706T0400,15.5602455,0.0,1.0,0.0,1.0,1.0,22.668688
20220706T0500,16.110247,0.0,2.0,0.0,2.0,0.0,58.78788
20220706T0600,17.940245,0.0,2.0,0.0,2.0,1.0,58.78788
20220706T0700,19.420246,0.0,1.0,0.0,1.0,0.0,59.393936
20220706T0800,20.900246,0.0,1.0,0.0,0.0,1.0,59.393936
20220706T0900,22.380245,0.0,5.0,0.0,0.0,5.0,56.9697
20220706T1000,23.430244,0.0,21.0,1.0,3.0,21.0,47.272724
20220706T1100,24.420246,0.0,56.0,30.0,24.0,56.0,26.060608
20220706T1200,25.320246,0.0,38.0,23.0,38.0,32.0,36.969692
20220706T1300,25.740246,0.0,15.0,12.0,15.0,0.0,50.909096
20220706T1400,26.370245,0.0,15.6,52.0,0.0,0.0,50.545456
20220706T1500,26.130245,0.0,17.7,59.0,13.0,0.0,49.272724
20220706T1600,25.570246,0.0,23.400002,78.0,5.0,0.0,45.81818
20220706T1700,24.380245,0.0,16.800001,56.0,0.0,0.0,49.81818
20220706T1800,22.960245,0.0,12.3,41.0,6.0,0.0,52.545456
20220706T1900,21.790245,0.0,21.0,70.0,21.0,0.0,47.272724
20220706T2000,20.000246,0.0,17.7,59.0,7.0,0.0,26.18298
20220706T2100,17.530245,0.0,7.0,0.0,7.0,0.0,0.0
20220706T2200,16.570246,0.0,1.8000001,6.0,0.0,0.0,0.0
20220706T2300,14.620245,0.0,11.700001,39.0,0.0,0.0,0.0
20220707T0000,14.490245,0.0,25.500002,85.0,12.0,0.0,0.0
20220707T0100,14.730246,0.0,14.0,44.0,14.0,0.0,0.0
20220707T0200,14.480246,0.0,19.0,28.0,19.0,0.0,0.0
20220707T0300,13.430245,0.0,3.3000002,11.0,1.0,1.0,0.0
20220707T0400,12.870245,0.0,6.0,18.0,6.0,4.0,20.760607
20220707T0500,13.940246,0.0,8.0,0.0,6.0,8.0,55.151512
20220707T0600,16.670246,0.0,5.0,0.0,3.0,5.0,56.9697
20220707T0700,18.940245,0.0,13.0,0.0,6.0,13.0,52.121212
20220707T0800,21.050245,0.0,10.0,0.0,4.0,10.0,53.939396
20220707T0900,22.510244,0.0,28.0,9.0,6.0,28.0,43.0303
20220707T1000,23.240246,0.0,79.0,69.0,50.0,79.0,12.121214
20220707T1100,23.870245,0.0,97.0,17.0,97.0,80.0,1.2121224
20220707T1200,24.070246,0.0,53.0,0.0,53.0,50.0,27.878788
20220707T1300,23.930244,0.0,57.0,0.0,57.0,39.0,25.454548
20220707T1400,23.640245,0.0,85.0,0.0,85.0,31.0,8.48485
20220707T1500,22.640245,0.0,80.0,0.0,80.0,33.0,11.515152
20220707T1600,21.900246,0.0,79.0,1.0,74.0,79.0,12.121214
20220707T1700,21.720245,0.0,74.0,0.0,67.0,74.0,15.151516
20220707T1800,21.170246,0.0,57.0,0.0,57.0,50.0,25.454548
20220707T1900,20.500246,0.0,81.0,0.0,40.0,81.0,10.909091
20220707T2000,18.550245,0.0,55.0,0.0,16.0,55.0,13.962962
20220707T2100,17.470245,0.0,59.0,0.0,17.0,59.0,0.0
20220707T2200,17.490246,0.0,76.0,0.0,19.0,76.0,0.0
20220707T2300,16.800245,0.0,72.0,0.0,20.0,72.0,0.0
20220708T0000,16.030245,0.0,90.0,0.0,20.0,90.0,0.0
20220708T0100,15.110246,0.0,84.0,0.0,12.0,84.0,0.0
20220708T0200,15.020246,0.0,87.0,0.0,11.0,87.0,0.0
20220708T0300,15.090245,0.0,71.0,0.0,7.0,71.0,0.0
20220708T0400,14.670245,0.0,60.0,0.0,5.0,60.0,8.397474
20220708T0500,15.170245,0.0,49.0,0.0,2.0,49.0,30.303032
20220708T0600,16.520247,0.0,55.0,0.0,1.0,55.0,26.666664
20220708T0700,17.850245,0.0,49.0,0.0,2.0,49.0,30.303032
20220708T0800,19.030245,0.0,56.0,0.0,0.0,56.0,26.060608
20220708T0900,20.240246,0.0,57.0,0.0,0.0,57.0,25.454548
20220708T1000,21.650246,0.0,33.0,0.0,0.0,33.0,39.999996
20220708T1100,22.760244,0.0,29.0,0.0,0.0,29.0,42.424244
20220708T1200,23.800245,0.0,1.0,0.0,0.0,1.0,59.393936
20220708T1300,24.550245,0.0,0.0,0.0,0.0,0.0,60.0
20220708T1400,24.980246,0.0,0.0,0.0,0.0,0.0,60.0
20220708T1500,25.290245,0.0,0.0,0.0,0.0,0.0,60.0
20220708T1600,25.280245,0.0,0.0,0.0,0.0,0.0,60.0
20220708T1700,24.910246,0.0,0.0,0.0,0.0,0.0,60.0
20220708T1800,23.910246,0.0,0.0,0.0,0.0,0.0,60.0
20220708T1900,22.080246,0.0,0.0,0.0,0.0,0.0,60.0
20220708T2000,19.770245,0.0,0.0,0.0,0.0,0.0,30.95
20220708T2100,17.340246,0.0,0.0,0.0,0.0,0.0,0.0
20220708T2200,15.830245,0.0,0.0,0.0,0.0,0.0,0.0
20220708T2300,15.550245,0.0,1.0,0.0,0.0,1.0,0.0
20220709T0000,14.610246,0.0,1.0,0.0,0.0,1.0,0.0
20220709T0100,13.390245,0.0,0.0,0.0,0.0,0.0,0.0
20220709T0200,12.610246,0.0,0.90000004,3.0,0.0,0.0,0.0
20220709T0300,12.270246,0.0,7.5000005,25.0,0.0,0.0,0.0
20220709T0400,11.740245,0.0,12.6,42.0,0.0,0.0,17.905455
20220709T0500,13.910245,0.0,16.2,54.0,0.0,0.0,50.181816
20220709T0600,16.790245,0.0,20.1,67.0,0.0,0.0,47.818184
20220709T0700,19.220245,0.0,25.2,84.0,0.0,0.0,44.727276
20220709T0800,21.540245,0.0,27.900002,93.0,0.0,0.0,43.090904
20220709T0900,23.290245,0.0,23.1,77.0,0.0,0.0,46.0
20220709T1000,24.470245,0.0,30.000002,100.0,0.0,0.0,41.81818
20220709T1100,25.650246,0.0,29.400002,98.0,0.0,1.0,42.181816
20220709T1200,26.670246,0.0,21.900002,73.0,2.0,2.0,46.727272
20220709T1300,27.500246,0.0,18.0,0.0,18.0,0.0,49.090908
20220709T1400,28.060246,0.0,49.0,27.0,49.0,0.0,30.303032
20220709T1500,28.140245,0.0,41.0,98.0,41.0,0.0,35.151512
20220709T1600,28.030245,0.0,30.000002,100.0,24.0,0.0,41.81818
20220709T1700,27.660246,0.0,39.0,94.0,39.0,0.0,36.36364
20220709T1800,26.700245,0.0,49.0,35.0,49.0,12.0,30.303032
20220709T1900,24.430244,0.0,37.0,76.0,37.0,21.0,37.57576
20220709T2000,21.000246,0.0,46.0,78.0,46.0,13.0,16.274748
20220709T2100,18.980246,0.0,23.7,79.0,16.0,5.0,0.0
20220709T2200,17.980246,0.0,22.5,75.0,15.0,12.0,0.0
20220709T2300,17.510244,0.0,22.2,74.0,6.0,6.0,0.0
20220710T0000,17.890245,0.0,25.500002,85.0,3.0,6.0,0.0
20220710T0100,17.320246,0.0,24.6,82.0,6.0,1.0,0.0
20220710T0200,16.400246,0.0,24.900002,83.0,2.0,2.0,0.0
20220710T0300,15.610246,0.0,21.6,72.0,4.0,7.0,0.0
20220710T0400,15.570246,0.0,7.0,16.0,2.0,7.0,18.229628
20220710T0500,16.560246,0.0,19.0,0.0,0.0,19.0,48.484848
20220710T0600,17.720245,0.0,24.0,0.0,0.0,24.0,45.454544
20220710T0700,19.060246,0.0,18.0,0.0,0.0,18.0,49.090908
20220710T0800,20.550245,0.0,23.0,0.0,0.0,23.0,46.060608
20220710T0900,21.660246,0.0,29.0,0.0,0.0,29.0,42.424244
20220710T1000,22.610245,0.0,33.0,0.0,0.0,33.0,39.999996
20220710T1100,23.340246,0.0,7.0,0.0,0.0,7.0,55.757576
20220710T1200,24.320246,0.0,9.0,0.0,0.0,9.0,54.545452
20220710T1300,25.040245,0.0,0.0,0.0,0.0,0.0,60.0
20220710T1400,25.220245,0.0,3.0,0.0,0.0,3.0,58.18182
20220710T1500,25.100245,0.0,11.0,0.0,11.0,1.0,53.333332
20220710T1600,24.780245,0.0,2.0,0.0,2.0,0.0,58.78788
20220710T1700,24.160246,0.0,11.0,0.0,11.0,4.0,53.333332
20220710T1800,23.060246,0.0,1.0,0.0,1.0,1.0,59.393936
20220710T1900,21.400246,0.0,0.0,0.0,0.0,0.0,60.0
20220710T2000,19.540245,0.0,0.0,0.0,0.0,0.0,29.716667
20220710T2100,18.270245,0.0,0.0,0.0,0.0,0.0,0.0
20220710T2200,16.630245,0.0,1.0,0.0,0.0,1.0,0.0
20220710T2300,15.440246,0.0,0.0,0.0,0.0,0.0,0.0
20220711T0000,14.550245,0.0,1.2,4.0,0.0,0.0,0.0
20220711T0100,13.420245,0.0,4.8,16.0,0.0,0.0,0.0
20220711T0200,12.840245,0.0,10.8,36.0,0.0,0.0,0.0
20220711T0300,12.630245,0.0,15.6,52.0,0.0,0.0,0.0
20220711T0400,12.160245,0.0,7.5000005,25.0,0.0,0.0,17.267931
20220711T0500,14.290245,0.0,0.0,0.0,0.0,0.0,60.0
20220711T0600,16.790245,0.0,0.0,0.0,0.0,0.0,60.0
20220711T0700,18.930244,0.0,0.0,0.0,0.0,0.0,60.0
20220711T0800,20.810246,0.0,0.0,0.0,0.0,0.0,60.0
20220711T0900,22.310246,0.0,0.0,0.0,0.0,0.0,60.0
20220711T1000,23.810246,0.0,4.5,15.0,0.0,0.0,57.272724
20220711T1100,25.140245,0.0,4.8,16.0,0.0,0.0,57.090908
20220711T1200,26.310246,0.0,6.9,23.0,0.0,4.0,55.81818
20220711T1300,27.460245,0.0,0.0,0.0,0.0,0.0,60.0
20220711T1400,28.260244,0.0,0.0,0.0,0.0,0.0,60.0
20220711T1500,28.520245,0.0,0.0,0.0,0.0,0.0,60.0
20220711T1600,28.380245,0.0,4.0,0.0,4.0,0.0,57.575756
20220711T1700,27.690245,0.0,0.0,0.0,0.0,0.0,60.0
20220711T1800,26.340246,0.0,1.8000001,6.0,1.0,0.0,58.909092
20220711T1900,24.690245,0.0,22.2,74.0,2.0,0.0,46.545456
20220711T2000,22.880245,0.0,15.6,52.0,0.0,0.0,24.458384
20220711T2100,20.760244,0.0,3.9,13.0,1.0,0.0,0.0
20220711T2200,18.870245,0.0,2.7,9.0,0.0,0.0,0.0
20220711T2300,17.640245,0.0,20.400002,68.0,0.0,0.0,0.0
20220712T0000,16.520247,0.0,27.300001,91.0,0.0,0.0,0.0
20220712T0100,15.910245,0.0,30.000002,100.0,0.0,0.0,0.0
20220712T0200,15.370245,0.0,28.2,94.0,0.0,0.0,0.0
20220712T0300,15.390245,0.0,28.500002,95.0,0.0,0.0,0.0
20220712T0400,15.300245,0.0,7.2000003,24.0,0.0,0.0,16.443636
20220712T0500,16.630245,0.0,21.0,70.0,0.0,0.0,47.272724
20220712T0600,18.920246,0.0,12.3,41.0,0.0,0.0,52.545456
20220712T0700,20.920246,0.0,27.900002,93.0,0.0,0.0,43.090904
20220712T0800,23.000246,0.0,3.6000001,12.0,0.0,0.0,57.81818
20220712T0900,24.780245,0.0,2.0,0.0,0.0,2.0,58.78788
20220712T1000,26.180244,0.0,3.3000002,11.0,0.0,0.0,58.0
20220712T1100,27.350245,0.0,9.3,31.0,0.0,0.0,54.363636
20220712T1200,28.440245,0.0,1.0,0.0,0.0,1.0,59.393936
20220712T1300,29.420246,0.0,2.0,0.0,0.0,2.0,58.78788
20220712T1400,29.990246,0.0,3.0,10.0,0.0,0.0,58.18182
20220712T1500,30.150246,0.0,20.400002,68.0,3.0,0.0,47.63636
20220712T1600,29.780245,0.0,27.300001,91.0,10.0,0.0,43.454544
20220712T1700,29.270245,0.0,29.400002,98.0,12.0,0.0,42.181816
20220712T1800,28.410246,0.0,29.7,99.0,0.0,0.0,42.0
20220712T1900,25.710245,0.0,29.1,97.0,0.0,0.0,42.363636
20220712T2000,22.550245,0.0,22.5,75.0,0.0,0.0,21.906818
20220712T2100,20.740246,0.0,12.0,40.0,0.0,0.0,0.0
20220712T2200,19.630245,0.0,8.400001,28.0,0.0,0.0,0.0
20220712T2300,17.820246,0.0,21.6,72.0,0.0,0.0,0.0
20220713T0000,16.560246,0.0,15.000001,50.0,0.0,0.0,0.0
20220713T0100,15.410245,0.0,18.6,62.0,0.0,0.0,0.0
20220713T0200,15.260245,0.0,8.1,27.0,0.0,0.0,0.0
20220713T0300,14.840245,0.0,2.1000001,7.0,0.0,0.0,0.0
20220713T0400,14.180245,0.0,4.8,16.0,1.0,0.0,15.985455
20220713T0500,16.300245,0.0,19.5,65.0,7.0,0.0,48.18182
20220713T0600,19.360245,0.0,3.0,6.0,3.0,0.0,58.18182
20220713T0700,22.470245,0.0,10.8,36.0,0.0,0.0,53.454544
20220713T0800,25.030245,0.0,21.300001,71.0,0.0,0.0,47.090904
20220713T0900,27.200245,0.0,24.900002,83.0,1.0,0.0,44.909092
20220713T1000,28.850245,0.0,10.200001,34.0,2.0,0.0,53.81818
20220713T1100,30.500246,0.0,5.1000004,17.0,2.0,0.0,56.909092
20220713T1200,31.870245,0.0,10.5,35.0,3.0,0.0,53.63636
20220713T1300,32.88025,0.0,8.0,14.0,8.0,0.0,55.151512
20220713T1400,33.300247,0.0,14.400001,48.0,11.0,0.0,51.272728
20220713T1500,33.480247,0.0,21.0,70.0,3.0,0.0,47.272724
20220713T1600,33.11025,0.0,21.6,72.0,0.0,0.0,46.909092
20220713T1700,32.220245,0.0,21.300001,71.0,3.0,0.0,47.090904
20220713T1800,30.690245,0.0,29.1,97.0,24.0,0.0,42.363636
20220713T1900,30.660246,0.0,34.0,100.0,34.0,0.0,39.39394
20220713T2000,28.880245,0.0,30.000002,100.0,21.0,0.0,19.28283
20220713T2100,27.110245,0.0,30.000002,100.0,0.0,0.0,0.0
20220713T2200,26.330246,0.0,59.0,89.0,59.0,0.0,0.0
20220713T2300,24.690245,0.0,70.0,85.0,70.0,0.0,0.0
20220714T0000,22.480246,0.0,51.0,77.0,51.0,0.0,0.0
20220714T0100,21.380245,0.0,18.300001,61.0,8.0,0.0,0.0
20220714T0200,21.130245,0.0,22.0,28.0,22.0,0.0,0.0
20220714T0300,20.870245,0.0,90.0,70.0,90.0,0.0,0.0
20220714T0400,20.690245,0.0,58.0,56.0,58.0,0.0,6.571044
20220714T0500,21.550245,0.0,3.3000002,11.0,1.0,0.0,58.0
20220714T0600,23.850245,0.0,3.0,10.0,0.0,0.0,58.18182
20220714T0700,27.190245,0.0,15.000001,50.0,0.0,0.0,50.909096
20220714T0800,29.310246,0.0,21.300001,71.0,0.0,0.0,47.090904
